Feature,Gain,Cover,Frequency,Fold,FeatureLine,FeatureStation,FeatureNumber,Type,Categorical,Category
L1_S25_F3009,0.000567236,0.000114233,0.000606904,3,1,25,3009,F,,Category 1
L3_S41_F4020,0.000566649,0.000281022,0.000571204,3,3,41,4020,F,,Category 1
L3_S47_F4153,0.000565977,9.40849E-05,0.000553354,3,3,47,4153,F,,Category 1
L0_S23_F627,0.000553971,0.000172846,0.000803256,3,0,23,627,F,,Category 2
L3_S41_F4014,0.000549526,0.000210518,0.000553354,3,3,41,4014,F,,Category 1
L3_S36_F3938,0.000546558,0.000307513,0.000749705,3,3,36,3938,F,,Category 2
L3_S40_F3984,0.000546173,6.16198E-05,0.000517654,3,3,40,3984,F,,Category 1
L3_S44_F4118,0.000545822,0.000219453,0.000517654,3,3,44,4118,F,,Category 1
L1_S25_F2797,0.000541086,0.000294476,0.000589054,3,1,25,2797,F,,Category 1
L3_S30_F3679,0.000536864,1.94553E-05,0.000446253,3,3,30,3679,F,,Category 1
L1_S25_F2970,0.000518711,9.9856E-05,0.000499804,3,1,25,2970,F,,Category 1
L3_S49_D4208,0.000514701,4.10772E-05,0.000303452,3,3,49,4208,D,,Category 1
L3_S36_F3930,0.000512463,0.000287512,0.000910357,3,3,36,3930,F,,Category 2
L3_S30_F3564,0.000509122,7.18812E-06,0.000963907,3,3,30,3564,F,,Category 2
L2_S27_F3206,0.000503862,5.37111E-05,0.000642605,3,2,27,3206,F,,Category 1
L3_S29_F3482,0.000502473,3.41606E-05,0.000660455,3,3,29,3482,F,,Category 1
L3_S30_F3684,0.000495158,6.70459E-05,0.000910357,3,3,30,3684,F,,Category 2
L3_S33_F3871,0.000493095,5.15809E-05,0.000481954,3,3,33,3871,F,,Category 1
L0_S23_F639,0.000491739,0.000103298,0.000642605,3,0,23,639,F,,Category 1
L0_S23_F667,0.000476449,3.66123E-05,0.000731855,3,0,23,667,F,,Category 2
L3_S47_F4138,0.00046493,1.63157E-06,0.000446253,3,3,47,4138,F,,Category 1
L1_S25_F3026,0.000462601,7.53067E-06,0.000374853,3,1,25,3026,F,,Category 1
L3_S47_F4163,0.000457873,2.92042E-06,0.000535504,3,3,47,4163,F,,Category 1
L1_S24_F1816,0.000455779,2.57398E-05,0.00137446,3,1,24,1816,F,,Category 2
L1_S25_F2046,0.000452353,0.000313095,0.000589054,3,1,25,2046,F,,Category 1
L0_S23_F651,0.000451808,5.3463E-05,0.000678305,3,0,23,651,F,,Category 2
L1_S24_F1212,0.000448748,4.70289E-05,0.000731855,3,1,24,1212,F,,Category 2
L1_S25_F2152,0.000448632,0.000278149,0.000392703,3,1,25,2152,F,,Category 1
L1_S25_F2385,0.000447113,0.00019039,0.000303452,3,1,25,2385,F,,Category 1
L0_S12_F352,0.000440204,0.000324517,0.000392703,3,0,12,352,F,,Category 1
L0_S8_F144,0.000437023,1.27888E-06,0.000499804,3,0,8,144,F,,Category 1
L1_S25_F1973,0.000432707,0.000274933,0.000357003,3,1,25,1973,F,,Category 1
L0_S12_F340,0.000420715,1.46051E-05,0.000481954,3,0,12,340,F,,Category 1
L3_S33_F3873,0.000420439,7.07635E-05,0.000339152,3,3,33,3873,F,,Category 1
L1_S25_F1978,0.000413438,3.26646E-05,0.000446253,3,1,25,1978,F,,Category 1
L0_S3_F76,0.000409838,3.03584E-06,0.000339152,3,0,3,76,F,,Category 1
L3_S50_F4243,0.000404257,3.24827E-05,0.000392703,3,3,50,4243,F,,Category 1
L0_S23_D617,0.000398222,4.76609E-05,0.000464103,3,0,23,617,D,,Category 1
L0_S21_F537,0.00038969,1.37508E-05,0.000606904,3,0,21,537,F,,Category 1
L0_S13_D355,0.000387151,0.000174381,0.000392703,3,0,13,355,D,,Category 1
L2_S28_F3307,0.000384383,0.00019683,0.000374853,3,2,28,3307,F,,Category 1
L1_S25_F2016,0.000383769,0.000244793,0.000571204,3,1,25,2016,F,,Category 1
L2_S26_F3125,0.000380372,0.000128724,0.000446253,3,2,26,3125,F,,Category 1
L1_S25_F1892,0.000377818,0.000247546,0.000410553,3,1,25,1892,F,,Category 1
L1_S25_D2996,0.000374804,0.00013884,0.000464103,3,1,25,2996,D,,Category 1
L3_S44_F4112,0.000372614,7.87766E-07,0.000303452,3,3,44,4112,F,,Category 1
L1_S24_F1810,0.000369407,3.76652E-05,0.001017457,3,1,24,1810,F,,Category 2
L0_S23_F655,0.00035689,1.89262E-05,0.000535504,3,0,23,655,F,,Category 1
L1_S25_F1885,0.000351913,8.57761E-05,0.000339152,3,1,25,1885,F,,Category 1
L1_S25_F1855,0.000349438,9.05101E-05,0.000464103,3,1,25,1855,F,,Category 1
L1_S25_F2161,0.000347556,2.19572E-05,0.000464103,3,1,25,2161,F,,Category 1
L3_S41_F4026,0.000346671,3.54245E-06,0.000321302,3,3,41,4026,F,,Category 1
L1_S25_F2155,0.000332203,5.45104E-05,0.000339152,3,1,25,2155,F,,Category 1
L2_S28_F3248,0.000331329,0.000112299,0.000481954,3,2,28,3248,F,,Category 1
L3_S40_F3980,0.000322093,1.65651E-05,0.000428403,3,3,40,3980,F,,Category 1
L3_S48_D4194,0.000320968,7.44951E-05,0.000249902,3,3,48,4194,D,,Category 1
L1_S25_F3024,0.000318949,0.000146136,0.000285602,3,1,25,3024,F,,Category 1
L1_S24_F1197,0.000318685,0.000147707,0.000446253,3,1,24,1197,F,,Category 1
L3_S50_D4242,0.000314544,7.30524E-05,0.000374853,3,3,50,4242,D,,Category 1
L3_S39_D3966,0.000308074,4.92052E-06,0.000232052,3,3,39,3966,D,,Category 1
L1_S25_F2021,0.000306545,0.000382211,0.000339152,3,1,25,2021,F,,Category 1
L0_S20_F461,0.000306184,4.08913E-06,0.000267752,3,0,20,461,F,,Category 1
L0_S23_F619,0.000304252,1.28687E-05,0.000589054,3,0,23,619,F,,Category 1
L1_S25_F2170,0.000299872,4.46509E-06,0.000446253,3,1,25,2170,F,,Category 1
L1_S24_F808,0.000298343,1.09726E-05,0.000535504,3,1,24,808,F,,Category 1
L3_S29_F3461,0.000294023,2.73721E-05,0.000606904,3,3,29,3461,F,,Category 1
L1_S25_F3017,0.00029254,0.000171691,0.000446253,3,1,25,3017,F,,Category 1
L3_S43_F4085,0.000290005,0.00026613,0.000267752,3,3,43,4085,F,,Category 1
L3_S29_F3488,0.000289541,4.37848E-05,0.000285602,3,3,29,3488,F,,Category 1
L1_S25_F2167,0.000289054,5.72449E-05,0.000535504,3,1,25,2167,F,,Category 1
L1_S25_F2026,0.000286721,6.51798E-06,0.000303452,3,1,25,2026,F,,Category 1
L3_S41_F4004,0.000280772,9.76343E-05,0.000357003,3,3,41,4004,F,,Category 1
L0_S21_F507,0.000279017,1.02249E-05,0.000267752,3,0,21,507,F,,Category 1
L1_S25_D2058,0.000276571,0.000333438,0.000464103,3,1,25,2058,D,,Category 1
L3_S30_F3724,0.000275455,3.65891E-06,0.000660455,3,3,30,3724,F,,Category 1
L3_S41_F4023,0.000275175,3.49738E-07,0.000142801,3,3,41,4023,F,,Category 1
L1_S24_F1202,0.00026758,3.46128E-05,0.000374853,3,1,24,1202,F,,Category 1
L1_S25_F3005,0.000266415,7.20022E-05,0.000232052,3,1,25,3005,F,,Category 1
L1_S25_F2773,0.000265701,0.000168114,0.000196351,3,1,25,2773,F,,Category 1
L3_S41_F4011,0.000262399,0.000119396,0.000267752,3,3,41,4011,F,,Category 1
L0_S4_D111,0.000261561,3.65643E-05,0.000160651,3,0,4,111,D,,Category 1
L3_S44_F4115,0.000257519,2.85637E-06,0.000232052,3,3,44,4115,F,,Category 1
L2_S28_F3303,0.000249959,3.32254E-05,0.000232052,3,2,28,3303,F,,Category 1
L1_S24_F1820,0.000245183,0.000122169,0.000571204,3,1,24,1820,F,,Category 1
L3_S49_D4218,0.000243333,0.000264147,0.000232052,3,3,49,4218,D,,Category 1
L1_S25_F2346,0.000242217,0.000239873,0.000232052,3,1,25,2346,F,,Category 1
L3_S35_F3902:T2,0.000242051,0.016181302,0.000874656,3,3,35,3902,F,T2,Category 9
L3_S43_D4062,0.000241885,4.91185E-07,0.000196351,3,3,43,4062,D,,Category 1
L1_S25_D1980,0.000239288,0.000597864,0.000357003,3,1,25,1980,D,,Category 9
L1_S24_F687,0.000238004,1.60142E-06,0.000339152,3,1,24,687,F,,Category 1
L1_S25_F2920,0.000237954,0.000339573,0.000339152,3,1,25,2920,F,,Category 1
L1_S25_F2066,0.000231126,0.000417477,0.000392703,3,1,25,2066,F,,Category 1
L1_S25_F2081,0.000226739,0.000356696,0.000232052,3,1,25,2081,F,,Category 1
L3_S43_F4090,0.000222425,0.000249136,0.000285602,3,3,43,4090,F,,Category 1
L1_S25_F2091,0.000221635,3.91855E-05,0.000267752,3,1,25,2091,F,,Category 1
L1_S25_F2176,0.000214841,0.000124988,0.000285602,3,1,25,2176,F,,Category 1
L2_S28_F3299,0.000213365,0.000185659,0.000196351,3,2,28,3299,F,,Category 1
L1_S25_F2997,0.000212334,4.70447E-05,0.000285602,3,1,25,2997,F,,Category 1
L3_S35_D3900,0.000210289,1.35501E-05,0.000214202,3,3,35,3900,D,,Category 1
L1_S25_F2945,0.000207143,0.000318455,0.000232052,3,1,25,2945,F,,Category 1
L1_S25_F2144,0.000204155,1.13211E-06,0.000249902,3,1,25,2144,F,,Category 1
L1_S25_D1867,0.000201767,0.00010477,0.000142801,3,1,25,1867,D,,Category 1
L3_S29_F3317:,0.000198323,9.324E-07,0.000232052,3,3,29,3317,F,,Category 1
L3_S47_F4143,0.000198073,3.35976E-05,0.000214202,3,3,47,4143,F,,Category 1
L3_S32_F3854:T128,0.000197324,1.20855E-06,0.000410553,3,3,32,3854,F,T128,Category 1
L3_S44_D4101,0.000191299,3.45016E-06,0.000232052,3,3,44,4101,D,,Category 1
L1_S25_F2990,0.000185248,4.83815E-05,0.000124951,3,1,25,2990,F,,Category 1
L1_S25_F2147,0.000184269,5.38227E-05,0.000285602,3,1,25,2147,F,,Category 1
L0_S9_F205,0.000183233,2.26056E-05,0.000303452,3,0,9,205,F,,Category 1
L3_S29_F3475:,0.000182699,5.6429E-07,0.000214202,3,3,29,3475,F,,Category 1
L1_S24_F683,0.000177665,5.58178E-05,0.000464103,3,1,24,683,F,,Category 1
L2_S28_F3292,0.00017697,1.55419E-05,0.000285602,3,2,28,3292,F,,Category 1
L3_S30_F3649,0.000176153,0.000157457,0.000142801,3,3,30,3649,F,,Category 1
L1_S25_F1894,0.000173902,1.28604E-05,0.000160651,3,1,25,1894,F,,Category 1
L1_S25_D1902,0.000172667,4.05797E-05,0.000160651,3,1,25,1902,D,,Category 1
L1_S25_F2051,0.000171146,1.86456E-05,0.000303452,3,1,25,2051,F,,Category 1
L1_S25_F2781,0.000167396,1.27893E-06,0.000178501,3,1,25,2781,F,,Category 1
L1_S24_F1316,0.000167309,7.16142E-05,0.000357003,3,1,24,1316,F,,Category 1
L0_S2_F40,0.000163468,3.31963E-06,0.000232052,3,0,2,40,F,,Category 1
L3_S49_F4220:T2,0.000161131,0.020220407,0.000249902,3,3,49,4220,F,T2,Category 9
L1_S25_F3003,0.000158824,2.33502E-05,0.000214202,3,1,25,3003,F,,Category 1
L1_S25_F2925,0.000157444,4.48003E-05,0.000160651,3,1,25,2925,F,,Category 1
L1_S25_F1869,0.000157013,3.41037E-05,0.000196351,3,1,25,1869,F,,Category 1
L3_S36_F3934,0.000156903,3.23389E-05,0.000339152,3,3,36,3934,F,,Category 1
L1_S24_D1570,0.000151505,8.01672E-05,0.000107101,3,1,24,1570,D,,Category 1
L1_S24_D801,0.000150869,7.20115E-06,0.000196351,3,1,24,801,D,,Category 1
L3_S43_F4095,0.000150693,1.93849E-07,8.92507E-05,3,3,43,4095,F,,Category 1
L1_S25_F2808,0.000150324,8.13159E-05,0.000107101,3,1,25,2808,F,,Category 1
L1_S24_F1184,0.000147289,0.000198297,0.000178501,3,1,24,1184,F,,Category 1
L1_S25_F1919,0.000145462,4.3128E-06,0.000249902,3,1,25,1919,F,,Category 1
L1_S25_F2336,0.000144457,4.86336E-05,0.000303452,3,1,25,2336,F,,Category 1
L1_S25_F2164,0.000144346,6.11713E-06,0.000196351,3,1,25,2164,F,,Category 1
L1_S24_F1250,0.000142729,0.000228541,0.000160651,3,1,24,1250,F,,Category 1
L3_S31_F3842,0.000142684,8.43876E-06,0.000178501,3,3,31,3842,F,,Category 1
L3_S43_F4080,0.000141453,9.17406E-05,0.000160651,3,3,43,4080,F,,Category 1
L0_S11_F298,0.000139791,7.78031E-06,0.000214202,3,0,11,298,F,,Category 1
L1_S24_D1413,0.000139717,9.8237E-06,0.000196351,3,1,24,1413,D,,Category 1
L1_S24_F1137:T2,0.000133567,0.00013199,0.000107101,3,1,24,1137,F,T2,Category 1
L1_S25_F1968,0.000132365,1.37226E-05,0.000160651,3,1,25,1968,F,,Category 1
L1_S25_D2754,0.000130826,1.86337E-05,0.000142801,3,1,25,2754,D,,Category 1
L0_S2_F56,0.000130476,3.16057E-05,0.000196351,3,0,2,56,F,,Category 1
L1_S25_F2770,0.000130282,8.40551E-05,0.000107101,3,1,25,2770,F,,Category 1
L1_S25_F2837,0.000128496,2.28324E-05,0.000160651,3,1,25,2837,F,,Category 1
L1_S25_F3015,0.000125962,6.36784E-06,0.000196351,3,1,25,3015,F,,Category 1
L1_S25_F1909,0.000119547,6.29982E-05,0.000107101,3,1,25,1909,F,,Category 1
L1_S25_F2955,0.000114392,6.79472E-05,0.000124951,3,1,25,2955,F,,Category 1
L1_S25_F1953,0.000113046,5.55889E-06,7.14005E-05,3,1,25,1953,F,,Category 1
L1_S25_F2158,0.000111495,1.013E-06,0.000214202,3,1,25,2158,F,,Category 1
L1_S24_F1225,0.000110386,3.88134E-06,0.000142801,3,1,24,1225,F,,Category 1
L2_S28_F3222,0.000109849,3.16607E-07,0.000107101,3,2,28,3222,F,,Category 1
L1_S25_F2061,0.000108959,4.84678E-06,0.000178501,3,1,25,2061,F,,Category 1
L0_S2_F32,0.000108543,6.18644E-06,0.000178501,3,0,2,32,F,,Category 1
L3_S35_F3913,0.000105509,3.52105E-06,0.000160651,3,3,35,3913,F,,Category 1
L2_S28_F3226,0.000104412,2.13249E-05,0.000142801,3,2,28,3226,F,,Category 1
L3_S51_D4255,0.000103367,1.10863E-05,0.000124951,3,3,51,4255,D,,Category 1
L1_S25_F2749,0.000102584,0.000250406,0.000142801,3,1,25,2749,F,,Category 1
L1_S24_D1277,9.74969E-05,4.54973E-05,8.92507E-05,3,1,24,1277,D,,Category 1
L1_S25_F2872,9.67661E-05,1.08254E-05,8.92507E-05,3,1,25,2872,F,,Category 1
L0_S22_D558,9.46114E-05,8.55681E-06,8.92507E-05,3,0,22,558,D,,Category 1
L1_S24_F1161,9.25667E-05,0.000131878,0.000160651,3,1,24,1161,F,,Category 1
L0_S19_F453,9.06973E-05,1.41295E-06,0.000124951,3,0,19,453,F,,Category 1
L1_S25_F2915,8.72639E-05,8.28016E-06,7.14005E-05,3,1,25,2915,F,,Category 1
L1_S25_D2471,8.45097E-05,4.2652E-05,8.92507E-05,3,1,25,2471,D,,Category 1
L0_S8_F149,7.83735E-05,2.69677E-06,8.92507E-05,3,0,8,149,F,,Category 1
L3_S44_F4121,7.81471E-05,1.30241E-05,0.000142801,3,3,44,4121,F,,Category 1
L1_S25_F2783,7.75192E-05,4.60481E-06,0.000160651,3,1,25,2783,F,,Category 1
L1_S25_F2613,7.54694E-05,0.000123876,7.14005E-05,3,1,25,2613,F,,Category 1
L2_S26_F3077,7.48372E-05,4.67155E-06,7.14005E-05,3,2,26,3077,F,,Category 1
L1_S25_F1938,7.47446E-05,1.99625E-06,0.000142801,3,1,25,1938,F,,Category 1
L3_S30_F3499,7.3905E-05,3.04859E-05,0.000160651,3,3,30,3499,F,,Category 1
L1_S24_D1576,7.29517E-05,5.85391E-06,7.14005E-05,3,1,24,1576,D,,Category 1
L1_S25_F1992,7.17186E-05,0.000831872,0.000178501,3,1,25,1992,F,,Category 9
L3_S45_D4125,7.15603E-05,2.5399E-07,3.57003E-05,3,3,45,4125,D,,Category 1
L1_S25_F2886,7.08502E-05,7.43308E-06,5.35504E-05,3,1,25,2886,F,,Category 1
L1_S25_F2667,6.97985E-05,3.21761E-05,0.000178501,3,1,25,2667,F,,Category 1
L1_S25_F3030,6.95415E-05,1.72788E-06,7.14005E-05,3,1,25,3030,F,,Category 1
L1_S25_F2999,6.89054E-05,6.07382E-08,7.14005E-05,3,1,25,2999,F,,Category 1
L1_S25_F2437,6.80525E-05,3.6444E-05,0.000107101,3,1,25,2437,F,,Category 1
L1_S25_F1896,6.68155E-05,3.53592E-07,5.35504E-05,3,1,25,1896,F,,Category 1
L3_S49_F4236,6.46153E-05,4.17854E-05,7.14005E-05,3,3,49,4236,F,,Category 1
L1_S25_F1958,6.35573E-05,2.64263E-07,7.14005E-05,3,1,25,1958,F,,Category 1
L1_S25_F2041,6.25473E-05,9.22339E-06,8.92507E-05,3,1,25,2041,F,,Category 1
L1_S25_F1858,6.18243E-05,6.37532E-07,0.000196351,3,1,25,1858,F,,Category 1
L3_S32_F3854:T-2147482432,5.68812E-05,1.96423E-05,0.000124951,3,3,32,3854,F,T-2147482432,Category 1
L1_S25_F2400,5.55231E-05,1.52978E-05,0.000142801,3,1,25,2400,F,,Category 1
L1_S25_F2995,5.54899E-05,1.07791E-05,0.000142801,3,1,25,2995,F,,Category 1
L1_S25_F2514,5.50331E-05,0.000123498,7.14005E-05,3,1,25,2514,F,,Category 1
L1_S24_D1116,5.44989E-05,3.3899E-07,8.92507E-05,3,1,24,1116,D,,Category 1
L1_S25_F2828,5.35125E-05,3.07526E-07,7.14005E-05,3,1,25,2828,F,,Category 1
L3_S31_F3834,5.15507E-05,4.21447E-07,7.14005E-05,3,3,31,3834,F,,Category 1
L1_S25_D1898,4.96372E-05,9.43495E-06,7.14005E-05,3,1,25,1898,D,,Category 1
L1_S25_F1929,4.91374E-05,6.76657E-08,5.35504E-05,3,1,25,1929,F,,Category 1
L1_S24_D1457,4.91125E-05,3.27722E-07,0.000232052,3,1,24,1457,D,,Category 1
L1_S24_F814,4.64371E-05,3.86472E-06,0.000178501,3,1,24,814,F,,Category 1
L3_S40_D3981,4.57533E-05,4.10215E-06,0.000124951,3,3,40,3981,D,,Category 1
L3_S36_F3926,4.54161E-05,3.14545E-08,3.57003E-05,3,3,36,3926,F,,Category 1
L1_S25_F2960,4.45603E-05,1.00962E-05,3.57003E-05,3,1,25,2960,F,,Category 1
L3_S37_F3950,4.39651E-05,1.14198E-06,1.78501E-05,3,3,37,3950,F,,Category 1
L1_S24_D1155,4.36073E-05,1.72281E-06,0.000124951,3,1,24,1155,D,,Category 1
L1_S24_D1368,4.33805E-05,7.14374E-06,8.92507E-05,3,1,24,1368,D,,Category 1
L1_S25_D2957,4.28963E-05,2.22839E-07,7.14005E-05,3,1,25,2957,D,,Category 1
L1_S25_F1900,4.27219E-05,1.79985E-05,5.35504E-05,3,1,25,1900,F,,Category 1
L1_S25_F2877,4.21416E-05,2.59788E-06,5.35504E-05,3,1,25,2877,F,,Category 1
L1_S25_F2930,4.05679E-05,3.07159E-05,3.57003E-05,3,1,25,2930,F,,Category 1
L1_S25_F2787,3.85225E-05,1.90517E-05,7.14005E-05,3,1,25,2787,F,,Category 1
L0_S10_F269,3.80434E-05,6.89892E-08,1.78501E-05,3,0,10,269,F,,Category 1
L1_S24_D909,3.66141E-05,3.23266E-05,3.57003E-05,3,1,24,909,D,,Category 1
L1_S25_F2007,3.65229E-05,1.23751E-07,0.000160651,3,1,25,2007,F,,Category 1
L2_S27_F3148,3.6068E-05,8.60627E-06,5.35504E-05,3,2,27,3148,F,,Category 1
L1_S25_F2484,3.59371E-05,2.0311E-08,1.78501E-05,3,1,25,2484,F,,Category 1
L0_S18_F435,3.54664E-05,1.16381E-05,0.000124951,3,0,18,435,F,,Category 1
L1_S25_D2138,3.53829E-05,2.64058E-07,5.35504E-05,3,1,25,2138,D,,Category 1
L3_S35_D3895,3.4955E-05,2.71716E-06,7.14005E-05,3,3,35,3895,D,,Category 1
L1_S25_F1963,3.43726E-05,4.05678E-08,1.78501E-05,3,1,25,1963,F,,Category 1
L1_S25_D2780,3.41571E-05,9.88598E-07,5.35504E-05,3,1,25,2780,D,,Category 1
L1_S24_D677,3.33092E-05,5.59456E-05,0.000107101,3,1,24,677,D,,Category 1
L1_S25_F2036,3.25601E-05,6.54678E-06,7.14005E-05,3,1,25,2036,F,,Category 1
L2_S28_F3233,3.2228E-05,5.58042E-08,1.78501E-05,3,2,28,3233,F,,Category 1
L1_S25_F1914,3.19684E-05,4.35005E-07,5.35504E-05,3,1,25,1914,F,,Category 1
L1_S25_D2798,3.15639E-05,1.62224E-05,3.57003E-05,3,1,25,2798,D,,Category 1
L3_S43_D4082,3.13606E-05,6.03841E-05,3.57003E-05,3,3,43,4082,D,,Category 1
L2_S28_F3237,3.10432E-05,2.67201E-06,5.35504E-05,3,2,28,3237,F,,Category 1
L3_S48_F4193,3.06569E-05,1.88411E-07,1.78501E-05,3,3,48,4193,F,,Category 1
L1_S25_F2940,2.92878E-05,6.13247E-05,3.57003E-05,3,1,25,2940,F,,Category 1
L1_S25_F2498,2.90559E-05,6.13192E-05,3.57003E-05,3,1,25,2498,F,,Category 1
L1_S25_F2662,2.84677E-05,6.15685E-05,3.57003E-05,3,1,25,2662,F,,Category 1
L1_S25_F2443,2.82882E-05,8.6246E-06,7.14005E-05,3,1,25,2443,F,,Category 1
L3_S47_D4140,2.77496E-05,3.12348E-05,5.35504E-05,3,3,47,4140,D,,Category 1
L1_S25_F2652,2.77151E-05,1.80304E-05,1.78501E-05,3,1,25,2652,F,,Category 1
L1_S25_F3034,2.7585E-05,1.98413E-06,0.000124951,3,1,25,3034,F,,Category 1
L3_S30_F3734,2.71932E-05,1.16894E-05,3.57003E-05,3,3,30,3734,F,,Category 1
L1_S25_F2487,2.64585E-05,3.04026E-08,3.57003E-05,3,1,25,2487,F,,Category 1
L1_S25_F2086,2.60249E-05,3.04592E-05,5.35504E-05,3,1,25,2086,F,,Category 1
L1_S24_F1351,2.52469E-05,4.13282E-07,3.57003E-05,3,1,24,1351,F,,Category 1
L1_S25_F2965,2.49269E-05,9.52868E-06,1.78501E-05,3,1,25,2965,F,,Category 1
L1_S25_F2793,2.48532E-05,2.28189E-08,1.78501E-05,3,1,25,2793,F,,Category 1
L1_S25_F3028,2.40613E-05,5.23509E-06,7.14005E-05,3,1,25,3028,F,,Category 1
L1_S25_F2608,2.40438E-05,1.79224E-05,1.78501E-05,3,1,25,2608,F,,Category 1
L3_S30_F3739,2.3745E-05,2.85368E-06,0.000107101,3,3,30,3739,F,,Category 1
L1_S24_F1525:T2,2.34154E-05,1.42181E-06,1.78501E-05,3,1,24,1525,F,T2,Category 1
L1_S25_F1852:T5,2.32562E-05,5.24131E-08,1.78501E-05,3,1,25,1852,F,T5,Category 1
L1_S25_F2950,2.29927E-05,8.08053E-08,3.57003E-05,3,1,25,2950,F,,Category 1
L1_S25_F2985,2.2961E-05,2.52925E-06,3.57003E-05,3,1,25,2985,F,,Category 1
L3_S33_F3867,2.29594E-05,9.55705E-07,8.92507E-05,3,3,33,3867,F,,Category 1
L1_S25_F2647,2.24576E-05,6.17293E-05,3.57003E-05,3,1,25,2647,F,,Category 1
L1_S24_F1840,2.19404E-05,8.04902E-08,7.14005E-05,3,1,24,1840,F,,Category 1
L1_S25_F1881,2.13672E-05,3.26293E-08,3.57003E-05,3,1,25,1881,F,,Category 1
L1_S25_F2603,2.05388E-05,6.33234E-06,1.78501E-05,3,1,25,2603,F,,Category 1
L3_S41_D3997,1.9637E-05,9.56521E-08,3.57003E-05,3,3,41,3997,D,,Category 1
L1_S24_F1559:T1,1.90968E-05,5.93618E-07,5.35504E-05,3,1,24,1559,F,T1,Category 1
L1_S25_F2789,1.89819E-05,5.08508E-06,7.14005E-05,3,1,25,2789,F,,Category 1
L3_S35_F3884,1.89612E-05,2.3975E-07,0.000267752,3,3,35,3884,F,,Category 1
L3_S32_F3854:T256,1.85685E-05,8.92171E-06,5.35504E-05,3,3,32,3854,F,T256,Category 1
L1_S24_F1255,1.7435E-05,3.05226E-05,5.35504E-05,3,1,24,1255,F,,Category 1
L1_S25_F1943,1.7366E-05,3.10608E-05,1.78501E-05,3,1,25,1943,F,,Category 1
L1_S25_F1997,1.73521E-05,1.08222E-06,1.78501E-05,3,1,25,1997,F,,Category 1
L1_S25_D2801,1.72432E-05,6.90108E-08,1.78501E-05,3,1,25,2801,D,,Category 1
L1_S25_F3007,1.70095E-05,1.07396E-06,1.78501E-05,3,1,25,3007,F,,Category 1
L0_S14_F378,1.55431E-05,1.46504E-07,3.57003E-05,3,0,14,378,F,,Category 1
L1_S25_F2173,1.54593E-05,5.58434E-08,1.78501E-05,3,1,25,2173,F,,Category 1
L1_S25_F2370,1.44797E-05,4.65972E-06,3.57003E-05,3,1,25,2370,F,,Category 1
L1_S25_F2435,1.4036E-05,4.11394E-06,3.57003E-05,3,1,25,2435,F,,Category 1
L1_S24_F1240,1.39112E-05,8.59668E-06,3.57003E-05,3,1,24,1240,F,,Category 1
L1_S24_D1178,1.38647E-05,9.06722E-07,1.78501E-05,3,1,24,1178,D,,Category 1
L1_S25_D2596,1.37794E-05,3.02118E-05,1.78501E-05,3,1,25,2596,D,,Category 1
L1_S25_F2867,1.37432E-05,2.12556E-06,3.57003E-05,3,1,25,2867,F,,Category 1
L1_S24_F1510:T3,1.34965E-05,2.93424E-08,1.78501E-05,3,1,24,1510,F,T3,Category 1
L1_S24_F1265,1.20364E-05,4.77978E-06,3.57003E-05,3,1,24,1265,F,,Category 1
L1_S25_F2732,1.1321E-05,3.08989E-05,1.78501E-05,3,1,25,2732,F,,Category 1
L1_S24_F810,1.10885E-05,2.27885E-07,7.14005E-05,3,1,24,810,F,,Category 1
L3_S34_F3880,1.08784E-05,1.4548E-06,1.78501E-05,3,3,34,3880,F,,Category 1
L1_S24_F1137:T3,1.01902E-05,2.52334E-07,1.78501E-05,3,1,24,1137,F,T3,Category 1
L2_S28_F3259,9.36108E-06,5.42299E-08,3.57003E-05,3,2,28,3259,F,,Category 1
L1_S25_F1987,9.1989E-06,3.23649E-07,1.78501E-05,3,1,25,1987,F,,Category 1
L1_S25_D2406,8.93421E-06,1.31483E-06,3.57003E-05,3,1,25,2406,D,,Category 1
L3_S39_F3972,8.28888E-06,5.99369E-07,3.57003E-05,3,3,39,3972,F,,Category 1
L1_S25_F2896,7.92298E-06,3.3631E-08,3.57003E-05,3,1,25,2896,F,,Category 1
L1_S24_F1230,7.29592E-06,1.00406E-06,1.78501E-05,3,1,24,1230,F,,Category 1
L1_S25_F2356,7.17282E-06,2.22862E-06,1.78501E-05,3,1,25,2356,F,,Category 1
L1_S25_F1865,7.03994E-06,2.92997E-07,1.78501E-05,3,1,25,1865,F,,Category 1
L1_S25_F2439,6.89831E-06,1.93738E-06,1.78501E-05,3,1,25,2439,F,,Category 1
L1_S25_F2447:T3,6.87099E-06,1.31092E-06,1.78501E-05,3,1,25,2447,F,T3,Category 1
L1_S25_F2395,6.55915E-06,1.65717E-06,1.78501E-05,3,1,25,2395,F,,Category 1
L1_S25_F2341,6.40551E-06,1.16475E-06,1.78501E-05,3,1,25,2341,F,,Category 1
L1_S25_F2229:T4,5.47374E-06,9.70027E-07,1.78501E-05,3,1,25,2229,F,T4,Category 1
L1_S24_F1510:T2,4.54072E-06,8.44708E-08,3.57003E-05,3,1,24,1510,F,T2,Category 1
L0_S23_F635,3.74113E-06,9.53096E-08,1.78501E-05,3,0,23,635,F,,Category 1
L3_S50_F4253,3.62789E-06,3.3377E-06,7.14005E-05,3,3,50,4253,F,,Category 1
