Feature,Gain,Cover,Frequency,Fold,FeatureLine,FeatureStation,FeatureNumber,Type,Categorical,Category
L0_S21_D484,0.001601794,0.000269985,0.001696339,5,0,21,484,D,,Category 4
L0_S9_F175,0.001580781,5.34693E-05,0.002486866,5,0,9,175,F,,Category 4
L0_S21_F477,0.001545078,0.00063442,0.001778685,5,0,21,477,F,,Category 3
L0_S2_F48,0.001529624,3.14464E-05,0.001729277,5,0,2,48,F,,Category 4
L3_S49_F4217:T1,0.00151197,0.018700691,0.00118579,5,3,49,4217,F,T1,Category 3
L2_S27_F3155,0.001510706,0.000257759,0.001696339,5,2,27,3155,F,,Category 4
L3_S32_F3850,0.001509639,0.000192085,0.003540902,5,3,32,3850,F,,Category 5
L3_S45_F4124,0.00149913,0.001254711,0.001449299,5,3,45,4124,F,,Category 3
L0_S12_F334,0.00149242,0.001395557,0.001861032,5,0,12,334,F,,Category 3
L0_S11_F302,0.001482034,0.000432555,0.002470396,5,0,11,302,F,,Category 4
L1_S24_F1822,0.001476745,4.2772E-05,0.002668028,5,1,24,1822,F,,Category 4
L3_S30_F3644,0.001474262,0.000584208,0.001548115,5,3,30,3644,F,,Category 3
L2_S26_F3062,0.001472606,8.02885E-05,0.00357384,5,2,26,3062,F,,Category 5
L0_S11_F310,0.001457818,0.000263323,0.001531646,5,0,11,310,F,,Category 4
L3_S47_F4163,0.001408251,5.43699E-06,0.001054036,5,3,47,4163,F,,Category 4
L3_S30_F3634,0.001398397,4.64228E-05,0.001976317,5,3,30,3634,F,,Category 4
L0_S11_F290,0.001377285,3.49543E-05,0.002009256,5,0,11,290,F,,Category 4
L0_S22_D553,0.00135977,9.39691E-05,0.001893971,5,0,22,553,D,,Category 2
L2_S27_F3214,0.001338384,0.000155006,0.002470396,5,2,27,3214,F,,Category 2
L3_S40_F3982,0.001327223,0.000720585,0.001745747,5,3,40,3982,F,,Category 9
L0_S11_F326,0.001324216,0.00013847,0.001893971,5,0,11,326,F,,Category 2
L0_S16_D423,0.001320424,4.38649E-05,0.001696339,5,0,16,423,D,,Category 2
L3_S35_F3894,0.001317311,4.57041E-05,0.001893971,5,3,35,3894,F,,Category 2
L3_S30_F3584,0.00131087,3.2121E-05,0.001416361,5,3,30,3584,F,,Category 2
L1_S24_D1674,0.001303675,0.000275287,0.00191044,5,1,24,1674,D,,Category 2
L3_S30_F3589,0.001286077,0.000161513,0.002206887,5,3,30,3589,F,,Category 2
L0_S15_F403,0.001269397,0.00011086,0.001762216,5,0,15,403,F,,Category 2
L3_S41_F4008,0.001247055,0.000413771,0.001301075,5,3,41,4008,F,,Category 2
L0_S12_F344,0.001236973,0.000732859,0.001366953,5,0,12,344,F,,Category 9
L0_S12_F342,0.001228793,0.000737456,0.001136382,5,0,12,342,F,,Category 9
L3_S41_F4018,0.001214495,0.000696174,0.001103444,5,3,41,4018,F,,Category 9
L0_S20_D462,0.001208639,0.000364507,0.00118579,5,0,20,462,D,,Category 2
L0_S10_F254,0.00112484,0.000644415,0.001712808,5,0,10,254,F,,Category 9
L3_S49_D4208,0.00107502,0.000113293,0.000757588,5,3,49,4208,D,,Category 2
L1_S24_F1818,0.001063368,0.000104635,0.00191044,5,1,24,1818,F,,Category 2
L0_S15_D395,0.001050794,0.000181168,0.001235198,5,0,15,395,D,,Category 2
L3_S30_F3689,0.001041543,7.03855E-05,0.001235198,5,3,30,3689,F,,Category 2
L1_S24_F1808,0.001035005,3.06244E-05,0.002519804,5,1,24,1808,F,,Category 2
L0_S12_F332,0.000996732,5.60176E-05,0.001103444,5,0,12,332,F,,Category 2
L0_S23_F627,0.000991082,0.000247069,0.001251668,5,0,23,627,F,,Category 2
L3_S40_F3986,0.000990067,4.52804E-05,0.000741119,5,3,40,3986,F,,Category 2
L0_S12_F336,0.000988564,0.000118932,0.001268137,5,0,12,336,F,,Category 2
L3_S41_F4020,0.000974598,7.25839E-05,0.000757588,5,3,41,4020,F,,Category 2
L0_S21_F517,0.000970423,0.000192002,0.001334014,5,0,21,517,F,,Category 2
L1_S24_D1018,0.000968542,0.000791761,0.001119913,5,1,24,1018,D,,Category 9
L0_S23_F631,0.000967681,0.000186968,0.001548115,5,0,23,631,F,,Category 2
L1_S24_F691,0.000941977,0.000671152,0.001251668,5,1,24,691,F,,Category 9
L3_S30_F3674,0.000926078,8.39853E-05,0.000889343,5,3,30,3674,F,,Category 2
L3_S34_F3876,0.000922834,1.80158E-05,0.000559957,5,3,34,3876,F,,Category 1
L3_S30_F3569,0.000918707,2.05957E-05,0.001745747,5,3,30,3569,F,,Category 2
L1_S24_F1820,0.00088941,0.000287216,0.001152852,5,1,24,1820,F,,Category 2
L3_S41_F4006,0.000872923,0.000143386,0.00070818,5,3,41,4006,F,,Category 2
L3_S31_D3836,0.000871518,0.000318997,0.001235198,5,3,31,3836,D,,Category 2
L1_S25_D1883,0.000868716,0.003841706,0.00047761,5,1,25,1883,D,,Category 9
L2_S26_F3125,0.000858648,0.00041424,0.000889343,5,2,26,3125,F,,Category 2
L1_S24_F1816,0.000848583,0.000167822,0.001564584,5,1,24,1816,F,,Category 2
L3_S36_F3918,0.000841612,2.09761E-05,0.00118579,5,3,36,3918,F,,Category 2
L3_S49_F4211,0.000835921,0.000217659,0.000806996,5,3,49,4211,F,,Category 2
L1_S24_D818,0.000826358,0.00071176,0.000823465,5,1,24,818,D,,Category 9
L2_S27_F3129,0.000797715,8.93391E-05,0.00120226,5,2,27,3129,F,,Category 2
L3_S47_F4153,0.000795646,1.63758E-05,0.00095522,5,3,47,4153,F,,Category 2
L1_S24_F1812,0.000742472,2.79223E-05,0.001630462,5,1,24,1812,F,,Category 2
L1_S25_D1854,0.000739351,0.000939262,0.000510549,5,1,25,1854,D,,Category 9
L2_S27_F3133,0.000737749,0.000210637,0.001103444,5,2,27,3133,F,,Category 2
L1_S24_F1824,0.000725981,3.1619E-05,0.001218729,5,1,24,1824,F,,Category 2
L1_S25_F2091,0.000723899,0.000133763,0.000774058,5,1,25,2091,F,,Category 2
L0_S23_F663,0.000720471,0.000828477,0.001152852,5,0,23,663,F,,Category 9
L3_S30_D3726,0.000680013,0.000491001,0.000329386,5,3,30,3726,D,,Category 1
L1_S24_F1814,0.000671264,0.000381579,0.001169321,5,1,24,1814,F,,Category 2
L0_S23_F643,0.000670885,8.77027E-05,0.001218729,5,0,23,643,F,,Category 2
L3_S48_F4196,0.000669921,0.000340063,0.000691711,5,3,48,4196,F,,Category 2
L0_S22_F566,0.000654659,5.07737E-05,0.001301075,5,0,22,566,F,,Category 2
L1_S25_D2329,0.000644676,7.96207E-05,0.000345855,5,1,25,2329,D,,Category 1
L0_S7_F136,0.000632585,7.0556E-06,0.000527018,5,0,7,136,F,,Category 1
L3_S41_F4014,0.000622153,4.47936E-05,0.000839935,5,3,41,4014,F,,Category 2
L1_S25_F2346,0.000615737,0.000280867,0.000444671,5,1,25,2346,F,,Category 1
L1_S25_F1973,0.000610632,0.00042712,0.000510549,5,1,25,1973,F,,Category 1
L2_S27_F3140,0.000608975,7.4127E-05,0.001119913,5,2,27,3140,F,,Category 2
L0_S12_F338,0.00059558,3.40293E-05,0.000675242,5,0,12,338,F,,Category 2
L0_S10_F239,0.000593804,2.12924E-05,0.000691711,5,0,10,239,F,,Category 2
L3_S47_F4143,0.000589673,3.56796E-06,0.00047761,5,3,47,4143,F,,Category 1
L3_S30_F3679,0.000570918,0.000127939,0.000625834,5,3,30,3679,F,,Category 1
L1_S25_F1958,0.000569369,5.55425E-05,0.000494079,5,1,25,1958,F,,Category 1
L3_S41_F4026,0.000566574,7.24849E-05,0.000691711,5,3,41,4026,F,,Category 2
L0_S23_F655,0.000566411,2.58603E-05,0.00072465,5,0,23,655,F,,Category 2
L3_S29_F3360,0.000563711,1.78079E-05,0.001054036,5,3,29,3360,F,,Category 2
L0_S23_F659,0.000545925,5.85393E-05,0.000757588,5,0,23,659,F,,Category 2
L3_S29_F3482,0.000540418,1.40396E-05,0.000774058,5,3,29,3482,F,,Category 2
L2_S27_F3206,0.000530259,4.68985E-05,0.00095522,5,2,27,3206,F,,Category 2
L1_S24_F1810,0.000527963,9.65031E-05,0.000757588,5,1,24,1810,F,,Category 2
L0_S23_F651,0.00052113,0.000136231,0.000839935,5,0,23,651,F,,Category 2
L1_S24_D1457,0.000520398,2.77983E-06,0.000675242,5,1,24,1457,D,,Category 2
L0_S12_F352,0.00051354,0.000373156,0.000395263,5,0,12,352,F,,Category 1
L3_S32_F3854:T8,0.000505733,0.000108634,0.000774058,5,3,32,3854,F,T8,Category 2
L3_S30_F3564,0.000500289,4.06768E-05,0.001021097,5,3,30,3564,F,,Category 2
L3_S41_F4016,0.000495498,0.000112507,0.000378794,5,3,41,4016,F,,Category 1
L0_S23_F619,0.000490903,2.9475E-05,0.000510549,5,0,23,619,F,,Category 1
L3_S30_F3684,0.000489524,5.72625E-05,0.001103444,5,3,30,3684,F,,Category 2
L3_S44_F4115,0.00048814,4.24083E-05,0.000444671,5,3,44,4115,F,,Category 1
L1_S25_F2155,0.000481949,0.000503844,0.000691711,5,1,25,2155,F,,Category 2
L0_S23_F623,0.000480106,4.98928E-05,0.000675242,5,0,23,623,F,,Category 2
L1_S25_F2136,0.000477276,0.000129323,0.000658772,5,1,25,2136,F,,Category 1
L1_S25_F2046,0.00047609,0.000553844,0.000592895,5,1,25,2046,F,,Category 9
L3_S35_F3902:T2,0.000473943,0.026376522,0.001284606,5,3,35,3902,F,T2,Category 9
L1_S24_F1235,0.000466984,0.007340691,0.000543487,5,1,24,1235,F,,Category 9
L3_S40_F3980,0.000465419,3.9468E-05,0.000625834,5,3,40,3980,F,,Category 1
L0_S12_F340,0.000462397,0.000356048,0.000625834,5,0,12,340,F,,Category 1
L3_S41_F4004,0.000460682,3.55142E-05,0.000428202,5,3,41,4004,F,,Category 1
L1_S25_F3017,0.000457779,0.000157813,0.000806996,5,1,25,3017,F,,Category 2
L0_S21_F537,0.0004498,0.000328331,0.000774058,5,0,21,537,F,,Category 2
L0_S23_D617,0.000448651,5.27191E-05,0.000741119,5,0,23,617,D,,Category 2
L0_S3_F76,0.000435791,0.000105619,0.000609364,5,0,3,76,F,,Category 1
L0_S8_F144,0.00042852,3.66586E-06,0.000510549,5,0,8,144,F,,Category 1
L1_S25_F2758,0.000419865,0.000467351,0.000395263,5,1,25,2758,F,,Category 1
L3_S50_F4243,0.000413275,0.000137482,0.00047761,5,3,50,4243,F,,Category 1
L1_S25_F1858,0.000409021,2.18067E-06,0.000658772,5,1,25,1858,F,,Category 1
L1_S25_F1938,0.000400441,5.50479E-05,0.000543487,5,1,25,1938,F,,Category 1
L1_S25_F2395,0.000394004,0.000318996,0.000395263,5,1,25,2395,F,,Category 1
L3_S43_F4090,0.000392863,0.000326247,0.000411733,5,3,43,4090,F,,Category 1
L3_S47_F4138,0.000386839,3.09561E-05,0.000527018,5,3,47,4138,F,,Category 1
L1_S25_D2801,0.000386178,0.000195741,0.000411733,5,1,25,2801,D,,Category 1
L1_S25_F2066,0.000382478,0.000471317,0.000411733,5,1,25,2066,F,,Category 1
L3_S40_F3984,0.000381825,7.62805E-05,0.000428202,5,3,40,3984,F,,Category 1
L3_S35_D3900,0.000371953,5.8665E-05,0.000279978,5,3,35,3900,D,,Category 1
L1_S25_F3009,0.000370485,2.52984E-05,0.000395263,5,1,25,3009,F,,Category 1
L1_S25_F2161,0.000360593,3.80632E-05,0.000494079,5,1,25,2161,F,,Category 1
L3_S50_D4242,0.000359865,1.85936E-06,0.000362325,5,3,50,4242,D,,Category 1
L3_S29_F3317:,0.00035259,1.318E-05,0.000494079,5,3,29,3317,F,,Category 1
L0_S23_F667,0.000352526,1.33407E-05,0.000411733,5,0,23,667,F,,Category 1
L3_S33_F3871,0.00035203,3.49064E-05,0.000411733,5,3,33,3871,F,,Category 1
L1_S24_F687,0.000349061,6.28085E-05,0.000329386,5,1,24,687,F,,Category 1
L3_S44_D4101,0.000346153,3.57551E-05,0.000312917,5,3,44,4101,D,,Category 1
L3_S49_D4218,0.000345004,0.000246705,0.000312917,5,3,49,4218,D,,Category 1
L1_S24_D909,0.000343311,0.001070971,0.000806996,5,1,24,909,D,,Category 9
L1_S24_F683,0.000339828,0.000185035,0.000428202,5,1,24,683,F,,Category 1
L3_S33_F3873,0.000336378,0.000100091,0.000296448,5,3,33,3873,F,,Category 1
L1_S24_D772,0.000336091,0.000172435,0.000378794,5,1,24,772,D,,Category 1
L0_S15_F406,0.000335015,8.62036E-05,0.00047761,5,0,15,406,F,,Category 1
L3_S29_F3488,0.000325543,0.000121263,0.000494079,5,3,29,3488,F,,Category 1
L1_S24_D1062,0.000319391,5.82876E-05,0.000279978,5,1,24,1062,D,,Category 1
L1_S25_F3007,0.000318402,6.50884E-05,0.000296448,5,1,25,3007,F,,Category 1
L1_S25_F2036,0.000316091,2.67885E-05,0.000263509,5,1,25,2036,F,,Category 1
L3_S41_F4023,0.000314785,3.43909E-07,0.000197632,5,3,41,4023,F,,Category 1
L1_S24_F808,0.000314389,0.000115226,0.000559957,5,1,24,808,F,,Category 1
L1_S25_F2167,0.000307053,6.97176E-05,0.000839935,5,1,25,2167,F,,Category 2
L1_S24_F1137:T2,0.000306616,0.000396796,0.000263509,5,1,24,1137,F,T2,Category 1
L1_S25_F2925,0.000303299,0.001305349,0.000559957,5,1,25,2925,F,,Category 9
L1_S24_D1568,0.000295958,6.54351E-06,0.000345855,5,1,24,1568,D,,Category 1
L1_S24_D1576,0.000294742,2.93437E-05,0.000296448,5,1,24,1576,D,,Category 1
L3_S43_D4062,0.000287453,7.61722E-06,0.000296448,5,3,43,4062,D,,Category 1
L1_S25_F2158,0.000285736,3.38369E-05,0.00047761,5,1,25,2158,F,,Category 1
L1_S25_F1892,0.000282352,0.000122907,0.000296448,5,1,25,1892,F,,Category 1
L3_S37_F3950,0.000281925,5.40902E-05,0.000312917,5,3,37,3950,F,,Category 1
L3_S40_D3981,0.000276181,2.05667E-05,0.00024704,5,3,40,3981,D,,Category 1
L1_S24_F1212,0.000275828,4.42665E-05,0.000362325,5,1,24,1212,F,,Category 1
L1_S24_D801,0.00027256,0.000657404,0.000362325,5,1,24,801,D,,Category 9
L0_S2_F56,0.000272448,5.57886E-05,0.000790527,5,0,2,56,F,,Category 2
L3_S36_F3930,0.000271658,0.000324817,0.00070818,5,3,36,3930,F,,Category 2
L0_S4_D111,0.000256544,9.18361E-06,0.000181162,5,0,4,111,D,,Category 1
L1_S25_F2176,0.000255826,9.80842E-06,0.000362325,5,1,25,2176,F,,Category 1
L0_S21_F507,0.000255351,1.73312E-05,0.000279978,5,0,21,507,F,,Category 1
L1_S24_F800,0.000251522,4.11237E-05,0.000411733,5,1,24,800,F,,Category 1
L3_S44_F4118,0.000247874,2.72838E-06,0.000296448,5,3,44,4118,F,,Category 1
L0_S20_F461,0.000244726,8.61564E-05,0.000181162,5,0,20,461,F,,Category 1
L3_S44_F4112,0.000243457,2.86377E-05,0.000279978,5,3,44,4112,F,,Category 1
L0_S9_F205,0.000240545,3.14279E-05,0.000411733,5,0,9,205,F,,Category 1
L3_S41_F4011,0.000238448,0.000139052,0.000279978,5,3,41,4011,F,,Category 1
L0_S13_D355,0.00023329,4.98704E-05,0.000329386,5,0,13,355,D,,Category 1
L1_S25_F2797,0.000226267,0.00018611,0.00024704,5,1,25,2797,F,,Category 1
L0_S2_F40,0.000223743,1.04338E-05,0.000148224,5,0,2,40,F,,Category 1
L1_S25_F2999,0.000217772,1.87022E-05,0.000279978,5,1,25,2999,F,,Category 1
L1_S25_D2058,0.000212916,0.000215294,0.000197632,5,1,25,2058,D,,Category 1
L1_S24_F1270,0.000208156,9.26201E-05,0.000214101,5,1,24,1270,F,,Category 1
L1_S25_F2783,0.000205344,1.16416E-07,9.88159E-05,5,1,25,2783,F,,Category 1
L3_S48_F4198,0.000202966,3.06033E-05,0.000263509,5,3,48,4198,F,,Category 1
L0_S23_F639,0.000202847,6.72233E-05,0.000444671,5,0,23,639,F,,Category 1
L1_S25_F2144,0.000200346,1.05121E-05,0.000296448,5,1,25,2144,F,,Category 1
L1_S24_F1197,0.000194828,0.000280262,0.000214101,5,1,24,1197,F,,Category 1
L3_S36_F3938,0.000194723,4.97376E-05,0.000214101,5,3,36,3938,F,,Category 1
L1_S25_F2447:T3,0.0001924,4.67106E-05,0.000395263,5,1,25,2447,F,T3,Category 1
L2_S28_F3303,0.00019044,0.000148799,0.000411733,5,2,28,3303,F,,Category 1
L3_S44_F4121,0.000190008,3.02532E-05,0.000131754,5,3,44,4121,F,,Category 1
L1_S25_F2997,0.000184338,2.32028E-05,0.000296448,5,1,25,2997,F,,Category 1
L1_S25_F2061,0.000182533,6.62946E-05,0.000428202,5,1,25,2061,F,,Category 1
L1_S24_F814,0.000179188,0.000371834,0.000428202,5,1,24,814,F,,Category 1
L1_S25_F2147,0.000177705,3.31494E-05,0.00024704,5,1,25,2147,F,,Category 1
L1_S25_D2798,0.000175698,0.000230742,0.000181162,5,1,25,2798,D,,Category 1
L1_S25_F2770,0.000175266,0.000128842,0.000148224,5,1,25,2770,F,,Category 1
L1_S24_D1809,0.000175237,5.00155E-06,0.000345855,5,1,24,1809,D,,Category 1
L1_S25_F1900,0.000172375,2.36837E-05,0.000164693,5,1,25,1900,F,,Category 1
L1_S25_F2164,0.00017088,1.39293E-05,0.000312917,5,1,25,2164,F,,Category 1
L1_S25_F3001,0.000169686,4.26325E-05,0.000197632,5,1,25,3001,F,,Category 1
L0_S2_F32,0.000166276,1.4652E-06,0.000395263,5,0,2,32,F,,Category 1
L1_S25_F2086,0.000165386,0.000130792,0.00024704,5,1,25,2086,F,,Category 1
L1_S25_D1980,0.000163891,8.48205E-05,0.000214101,5,1,25,1980,D,,Category 1
L1_S25_F2886,0.000163026,0.000357178,0.00024704,5,1,25,2886,F,,Category 1
L3_S47_D4140,0.000162907,8.34685E-07,0.000181162,5,3,47,4140,D,,Category 1
L1_S24_D1570,0.000162805,2.42879E-06,0.000148224,5,1,24,1570,D,,Category 1
L1_S24_F1161,0.000159345,9.4735E-06,0.000296448,5,1,24,1161,F,,Category 1
L1_S25_D1898,0.000158189,8.19738E-06,0.000131754,5,1,25,1898,D,,Category 1
L0_S11_F298,0.000153786,1.21197E-06,0.000263509,5,0,11,298,F,,Category 1
L1_S25_F1855,0.0001525,1.01524E-05,0.000164693,5,1,25,1855,F,,Category 1
L1_S25_F1978,0.000149154,1.07642E-05,0.000197632,5,1,25,1978,F,,Category 1
L1_S24_F733,0.000147264,6.44505E-05,0.000164693,5,1,24,733,F,,Category 1
L1_S25_D2754,0.000145204,3.61814E-05,0.000131754,5,1,25,2754,D,,Category 1
L1_S25_F1869,0.000144545,1.29769E-06,0.000263509,5,1,25,1869,F,,Category 1
L3_S49_F4206,0.000141028,3.63226E-07,0.000115285,5,3,49,4206,F,,Category 1
L1_S25_D1902,0.000138765,2.94294E-05,0.000164693,5,1,25,1902,D,,Category 1
L1_S24_D677,0.0001378,6.21135E-05,0.000131754,5,1,24,677,D,,Category 1
L1_S25_F3026,0.000132649,1.06099E-05,0.000131754,5,1,25,3026,F,,Category 1
L3_S43_D4082,0.000132228,0.000171646,9.88159E-05,5,3,43,4082,D,,Category 1
L1_S25_F1968,0.000131821,6.67422E-06,0.000131754,5,1,25,1968,F,,Category 1
L1_S24_D1155,0.000127986,3.7007E-05,0.000164693,5,1,24,1155,D,,Category 1
L2_S28_F3259,0.000127197,7.89453E-05,9.88159E-05,5,2,28,3259,F,,Category 1
L1_S24_F1250,0.000126289,0.00027249,0.000164693,5,1,24,1250,F,,Category 1
L1_S25_F2016,0.000123558,0.000249842,0.000214101,5,1,25,2016,F,,Category 1
L1_S25_F2872,0.000122231,7.56922E-06,0.000181162,5,1,25,2872,F,,Category 1
L1_S25_F2767,0.000122073,4.45999E-07,0.000148224,5,1,25,2767,F,,Category 1
L2_S28_F3248,0.000121724,2.22713E-05,9.88159E-05,5,2,28,3248,F,,Category 1
L2_S26_F3077,0.000120156,3.53883E-05,0.000115285,5,2,26,3077,F,,Category 1
L1_S25_D2471,0.000119101,4.76987E-05,0.000181162,5,1,25,2471,D,,Category 1
L1_S25_F2773,0.00010696,2.17632E-07,0.000115285,5,1,25,2773,F,,Category 1
L3_S49_F4236,0.00010655,1.72451E-05,0.000115285,5,3,49,4236,F,,Category 1
L0_S22_D558,0.000105984,4.89516E-05,0.000148224,5,0,22,558,D,,Category 1
L1_S25_F2787,0.000100879,3.04177E-05,0.000131754,5,1,25,2787,F,,Category 1
L1_S25_F2026,9.72131E-05,2.07569E-06,9.88159E-05,5,1,25,2026,F,,Category 1
L3_S31_F3834,9.57679E-05,4.5241E-06,0.000279978,5,3,31,3834,F,,Category 1
L1_S25_F1997,9.50777E-05,9.38906E-06,0.000148224,5,1,25,1997,F,,Category 1
L1_S25_F1963,9.3365E-05,5.0767E-06,8.23465E-05,5,1,25,1963,F,,Category 1
L1_S25_F2041,9.27198E-05,1.80327E-05,9.88159E-05,5,1,25,2041,F,,Category 1
L1_S25_F2007,9.19397E-05,6.90422E-05,0.000131754,5,1,25,2007,F,,Category 1
L1_S25_F2051,9.16678E-05,4.96875E-06,0.000148224,5,1,25,2051,F,,Category 1
L1_S25_F2487,8.87978E-05,6.24186E-08,6.58772E-05,5,1,25,2487,F,,Category 1
L1_S25_F2021,8.6808E-05,1.37588E-05,9.88159E-05,5,1,25,2021,F,,Category 1
L3_S35_D3895,8.54187E-05,1.43059E-05,9.88159E-05,5,3,35,3895,D,,Category 1
L1_S24_F1185:T1,8.39594E-05,2.12101E-07,0.000131754,5,1,24,1185,F,T1,Category 1
L3_S51_D4255,8.37529E-05,1.04286E-05,8.23465E-05,5,3,51,4255,D,,Category 1
L0_S18_F435,8.34038E-05,9.19652E-06,0.000131754,5,0,18,435,F,,Category 1
L1_S25_F1894,8.0484E-05,7.25689E-06,0.000164693,5,1,25,1894,F,,Category 1
L2_S28_F3226,7.9243E-05,6.18117E-06,6.58772E-05,5,2,28,3226,F,,Category 1
L3_S43_F4080,7.83696E-05,1.09807E-06,0.000181162,5,3,43,4080,F,,Category 1
L1_S25_F2170,7.52162E-05,2.31432E-06,8.23465E-05,5,1,25,2170,F,,Category 1
L1_S25_F2081,7.50728E-05,8.27166E-05,8.23465E-05,5,1,25,2081,F,,Category 1
L1_S25_F1948,7.47952E-05,4.5581E-06,8.23465E-05,5,1,25,1948,F,,Category 1
L1_S24_D1277,7.43887E-05,2.1937E-05,4.94079E-05,5,1,24,1277,D,,Category 1
L1_S25_F2490,7.42995E-05,4.94783E-08,4.94079E-05,5,1,25,2490,F,,Category 1
L3_S43_F4085,7.28764E-05,8.35753E-07,0.000148224,5,3,43,4085,F,,Category 1
L1_S25_F2847,7.25153E-05,1.80726E-05,6.58772E-05,5,1,25,2847,F,,Category 1
L3_S41_F4000,7.15996E-05,3.26221E-07,4.94079E-05,5,3,41,4000,F,,Category 1
L1_S24_F810,6.99914E-05,3.58412E-05,9.88159E-05,5,1,24,810,F,,Category 1
L3_S39_D3966,6.96809E-05,1.15675E-05,0.000214101,5,3,39,3966,D,,Category 1
L1_S25_F2791,6.70406E-05,1.1747E-07,0.000131754,5,1,25,2791,F,,Category 1
L1_S25_F2370,6.70395E-05,2.85882E-06,4.94079E-05,5,1,25,2370,F,,Category 1
L2_S28_D3223,6.70144E-05,2.98979E-06,6.58772E-05,5,2,28,3223,D,,Category 1
L1_S25_F2437,6.53577E-05,1.87124E-05,6.58772E-05,5,1,25,2437,F,,Category 1
L3_S30_F3739,6.41424E-05,6.69293E-06,8.23465E-05,5,3,30,3739,F,,Category 1
L2_S27_F3218,6.34203E-05,2.19838E-05,4.94079E-05,5,2,27,3218,F,,Category 1
L3_S35_F3908,6.21607E-05,1.62491E-06,6.58772E-05,5,3,35,3908,F,,Category 1
L3_S36_F3934,6.0331E-05,5.53401E-06,3.29386E-05,5,3,36,3934,F,,Category 1
L1_S25_F2808,5.97952E-05,0.00011896,9.88159E-05,5,1,25,2808,F,,Category 1
L2_S28_F3255,5.88842E-05,3.46227E-05,4.94079E-05,5,2,28,3255,F,,Category 1
L1_S25_F2828,5.84859E-05,7.68782E-06,3.29386E-05,5,1,25,2828,F,,Category 1
L1_S25_D2996,5.79587E-05,9.27568E-06,6.58772E-05,5,1,25,2996,D,,Category 1
L3_S35_F3903,5.76851E-05,4.58503E-08,4.94079E-05,5,3,35,3903,F,,Category 1
L1_S25_F2990,5.63588E-05,0.000119868,6.58772E-05,5,1,25,2990,F,,Category 1
L3_S45_D4125,5.2091E-05,1.74851E-07,6.58772E-05,5,3,45,4125,D,,Category 1
L0_S19_F453,5.16532E-05,8.96203E-08,3.29386E-05,5,0,19,453,F,,Category 1
L1_S25_F2508,5.1618E-05,0.000152535,8.23465E-05,5,1,25,2508,F,,Category 1
L2_S28_F3233,5.16149E-05,3.12414E-06,0.000197632,5,2,28,3233,F,,Category 1
L2_S26_D3081,5.08758E-05,3.33866E-07,6.58772E-05,5,2,26,3081,D,,Category 1
L1_S24_F1351,5.04097E-05,1.66237E-05,6.58772E-05,5,1,24,1351,F,,Category 1
L3_S31_F3842,4.99562E-05,2.84418E-06,0.000148224,5,3,31,3842,F,,Category 1
L1_S25_F2390,4.98876E-05,2.80442E-06,4.94079E-05,5,1,25,2390,F,,Category 1
L3_S30_F3734,4.97342E-05,1.62541E-05,6.58772E-05,5,3,30,3734,F,,Category 1
L1_S25_F1896,4.88778E-05,2.8584E-06,4.94079E-05,5,1,25,1896,F,,Category 1
L3_S48_F4193,4.88145E-05,3.68155E-07,6.58772E-05,5,3,48,4193,F,,Category 1
L1_S25_F2152,4.60083E-05,8.76599E-06,0.000115285,5,1,25,2152,F,,Category 1
L1_S25_F1914,4.59657E-05,2.8485E-05,8.23465E-05,5,1,25,1914,F,,Category 1
L1_S25_F1943,4.55749E-05,3.34058E-05,0.000131754,5,1,25,1943,F,,Category 1
L3_S48_D4194,4.41159E-05,2.90303E-07,4.94079E-05,5,3,48,4194,D,,Category 1
L1_S24_F1525:T3,4.26809E-05,2.40319E-06,0.000181162,5,1,24,1525,F,T3,Category 1
L1_S25_F2341,4.13369E-05,1.76695E-05,9.88159E-05,5,1,25,2341,F,,Category 1
L1_S25_F3005,4.10906E-05,2.83345E-06,4.94079E-05,5,1,25,3005,F,,Category 1
L1_S24_F1184,4.1024E-05,1.02177E-05,9.88159E-05,5,1,24,1184,F,,Category 1
L1_S25_F1929,4.07732E-05,2.67551E-06,4.94079E-05,5,1,25,1929,F,,Category 1
L1_S25_F3015,3.8498E-05,1.75114E-06,0.000115285,5,1,25,3015,F,,Category 1
L1_S25_D2792,3.82397E-05,8.86416E-06,4.94079E-05,5,1,25,2792,D,,Category 1
L0_S10_F269,3.81821E-05,4.80018E-06,3.29386E-05,5,0,10,269,F,,Category 1
L3_S32_F3854:T1,3.7565E-05,1.75488E-05,9.88159E-05,5,3,32,3854,F,T1,Category 1
L1_S24_F1265,3.74728E-05,1.66461E-07,4.94079E-05,5,1,24,1265,F,,Category 1
L1_S25_F2781,3.73902E-05,2.77046E-06,9.88159E-05,5,1,25,2781,F,,Category 1
L1_S25_F2970,3.71551E-05,6.31626E-06,3.29386E-05,5,1,25,2970,F,,Category 1
L1_S25_F2356,3.67601E-05,2.52885E-05,4.94079E-05,5,1,25,2356,F,,Category 1
L1_S25_D1867,3.6604E-05,1.32405E-05,3.29386E-05,5,1,25,1867,D,,Category 1
L1_S25_F2799,3.61523E-05,2.5706E-06,4.94079E-05,5,1,25,2799,F,,Category 1
L1_S24_F1316,3.47865E-05,9.44585E-06,3.29386E-05,5,1,24,1316,F,,Category 1
L1_S25_F2229:,3.38977E-05,1.69343E-06,6.58772E-05,5,1,25,2229,F,,Category 1
